142076160,10894824,2873048,1754600958
136903048,5396352,3147496,1740543656
131641720,5302342,3155688,1618421626
126862408,5333342,3163880,1554169080
122176888,4932376,3163880,1493498722
117980280,3868577,3163880,1439323365
113734144,4108111,3163880,1410766662
109594344,4465222,3163880,1327271375
105862728,5698768,3163880,1286495448
102181088,7604144,3163880,1282143842
98649832,7021192,3163880,1204665148
95364424,7007256,3180264,1148373250
92308536,6071844,3180264,1146258040
89163496,6197520,3180264,1074172220
86498488,6642200,3180264,1095865391
83920616,5558560,3180264,1019797473
81287496,6635960,3180264,960102936
78628176,8390000,3180264,979799400
75979232,7377816,3180264,976896600
73959144,9021520,3180264,895281095
71847840,6248711,3180264,913252409
69752656,5205868,3180264,847759785
67609432,5965064,3180264,798052732
65567424,3672976,3180264,791660640
63997672,5877248,3180264,761544612
62403528,6748856,3180264,815725982
60763696,5605167,3180264,770120030
59241856,6271303,3180264,711172937
57704592,6139953,3180264,700473960
56064320,5258073,3180264,671899707
54496512,5347968,3180264,699459024
52904416,5931408,3180264,628093350
51885760,6230816,3180264,610338544
50888344,6333304,3180264,619235870
49758520,7799047,3180264,602285816
48837296,5422857,3180264,634329320
47773984,5720113,3188456,608206373
46689048,8039336,3196648,565909946
56092240,6409375,3196648,697231800
54560656,6339480,3196648,658552980
52929920,14649960,3204840,600539217
63497960,34107529,3204840,781647863
75541968,15585072,3204840,889314984
90236648,8310991,3204840,1082697954
107966304,7567720,3204840,1387241849
129057504,9722265,3204840,1613629201
144211928,5711364,3213032,2027573008
138905280,10407056,3213032,1756263866
133701232,6542097,3213032,1695000281
129042152,14388151,3213032,1689373992
124323560,56209865,3213032,1536434370
148965096,5623464,3213032,1917781500
154207976,6444368,3213032,1966559496
148481768,16365080,3221224,2067837967
142722792,11250136,3229416,1839934249
137455336,6216208,3237608,1816737640
132212456,5883696,3237608,1677386386
127405344,4325911,3237608,1544603164
122775272,4353375,3237608,1471632525
118510600,3712871,3237608,1382520589
114311896,4589492,3237608,1334274913
110192360,3597136,3237608,1335221428
106522344,10738840,3237608,1224827116
102794800,3978473,3237608,1274527615
99182312,3530615,3237608,1172940522
